Processor,Time,Bags
BELT 3,0.93,0
BELT 1,0.93,0
BELT 2,0.93,0
BELT 4,0.93,10
BELT 3,0.93,0
BELT 1,0.93,0
BELT 2,0.93,0
BELT 4,0.93,6
BELT 3,0.93,0
BELT 1,0.93,0
BELT 2,0.93,0
BELT 4,0.93,2
BELT 3,0.93,0
BELT 1,0.93,0
BELT 2,0.93,0
BELT 4,0.93,7
BELT 3,0.93,0
BELT 1,0.93,0
BELT 2,0.93,0
BELT 4,0.93,0
BELT 3,0.93,0
BELT 1,0.93,0
BELT 2,0.93,0
BELT 4,0.93,0
BELT 3,0.93,0
BELT 1,0.93,0
BELT 2,0.93,0
BELT 4,0.93,0
BELT 3,0.93,0
BELT 1,0.93,0
BELT 2,0.93,0
BELT 4,0.93,0
BELT 3,0.93,0
BELT 1,0.93,0
BELT 2,0.93,0
BELT 4,0.93,0
BELT 3,0.93,0
BELT 1,0.93,0
BELT 2,0.93,9
BELT 4,0.93,6
BELT 3,0.93,0
BELT 1,0.93,0
BELT 2,0.93,25
BELT 4,0.93,13
BELT 3,0.93,0
BELT 1,0.94,0
BELT 2,0.94,32
BELT 4,0.94,16
BELT 3,0.94,0
BELT 1,0.94,0
BELT 2,0.94,35
BELT 4,0.94,31
BELT 3,0.94,0
BELT 1,0.94,0
BELT 2,0.94,28
BELT 4,0.94,47
BELT 3,0.94,0
BELT 1,0.94,0
BELT 2,0.94,26
BELT 4,0.94,30
BELT 3,0.94,0
BELT 1,0.94,0
BELT 2,0.94,40
BELT 4,0.94,15
BELT 3,0.94,0
BELT 1,0.94,0
BELT 2,0.94,44
BELT 4,0.94,21
BELT 3,0.94,0
BELT 1,0.94,0
BELT 2,0.94,44
BELT 4,0.94,20
BELT 3,0.94,0
BELT 1,0.94,0
BELT 2,0.94,49
BELT 4,0.94,16
BELT 3,0.94,0
BELT 1,0.94,0
BELT 2,0.94,31
BELT 4,0.94,8
BELT 3,0.94,0
BELT 1,0.94,0
BELT 2,0.94,35
BELT 4,0.94,0
BELT 3,0.94,0
BELT 1,0.94,0
BELT 2,0.94,40
BELT 4,0.94,0
BELT 3,0.94,0
BELT 1,0.94,0
BELT 2,0.94,40
BELT 4,0.94,0
BELT 3,0.94,0
BELT 1,0.94,0
BELT 2,0.94,34
BELT 4,0.94,0
BELT 3,0.94,0
BELT 1,0.94,0
BELT 2,0.94,22
BELT 4,0.94,0
BELT 3,0.94,0
BELT 1,0.95,0
BELT 2,0.95,10
BELT 4,0.95,0
BELT 3,0.95,0
BELT 1,0.95,0
BELT 2,0.95,4
BELT 4,0.95,0
BELT 3,0.95,0
BELT 1,0.95,0
BELT 2,0.95,0
BELT 4,0.95,0
BELT 3,0.95,0
BELT 1,0.95,0
BELT 2,0.95,0
BELT 4,0.95,0
BELT 3,0.95,0
BELT 1,0.95,0
BELT 2,0.95,0
BELT 4,0.95,0
BELT 3,0.95,0
BELT 1,0.95,0
BELT 2,0.95,0
BELT 4,0.95,0
BELT 3,0.95,0
BELT 1,0.95,0
BELT 2,0.95,0
BELT 4,0.95,0
BELT 3,0.95,0
BELT 1,0.95,0
BELT 2,0.95,0
BELT 4,0.95,0
BELT 3,0.95,0
BELT 1,0.95,0
BELT 2,0.95,0
BELT 4,0.95,0
BELT 3,0.95,0
BELT 1,0.95,9
BELT 2,0.95,0
BELT 4,0.95,0
BELT 3,0.95,11
BELT 1,0.95,28
BELT 2,0.95,0
BELT 4,0.95,0
BELT 3,0.95,29
BELT 1,0.95,38
BELT 2,0.95,0
BELT 4,0.95,0
BELT 3,0.95,42
BELT 1,0.95,41
BELT 2,0.95,0
BELT 4,0.95,0
BELT 3,0.95,53
BELT 1,0.95,46
BELT 2,0.95,0
BELT 4,0.95,0
BELT 3,0.95,63
BELT 1,0.95,48
BELT 2,0.95,0
BELT 4,0.95,0
BELT 3,0.95,51
BELT 1,0.96,34
BELT 2,0.96,0
BELT 4,0.96,0
BELT 3,0.96,49
BELT 1,0.96,25
BELT 2,0.96,0
BELT 4,0.96,0
BELT 3,0.96,42
BELT 1,0.96,26
BELT 2,0.96,0
BELT 4,0.96,0
BELT 3,0.96,37
BELT 1,0.96,34
BELT 2,0.96,0
BELT 4,0.96,0
BELT 3,0.96,16
BELT 1,0.96,27
BELT 2,0.96,8
BELT 4,0.96,0
BELT 3,0.96,14
BELT 1,0.96,34
BELT 2,0.96,28
BELT 4,0.96,0
BELT 3,0.96,5
BELT 1,0.96,38
BELT 2,0.96,32
BELT 4,0.96,0
BELT 3,0.96,0
BELT 1,0.96,44
BELT 2,0.96,41
BELT 4,0.96,0
BELT 3,0.96,0
BELT 1,0.96,40
BELT 2,0.96,48
BELT 4,0.96,0
BELT 3,0.96,0
BELT 1,0.96,35
BELT 2,0.96,48
BELT 4,0.96,7
BELT 3,0.96,0
BELT 1,0.96,22
BELT 2,0.96,55
BELT 4,0.96,31
BELT 3,0.96,0
BELT 1,0.96,16
BELT 2,0.96,62
BELT 4,0.96,45
BELT 3,0.96,0
BELT 1,0.96,17
BELT 2,0.96,74
BELT 4,0.96,64
BELT 3,0.96,0
BELT 1,0.96,22
BELT 2,0.96,86
BELT 4,0.96,76
BELT 3,0.96,0
BELT 1,0.97,27
BELT 2,0.97,72
BELT 4,0.97,78
BELT 3,0.97,0
BELT 1,0.97,30
BELT 2,0.97,68
BELT 4,0.97,82
BELT 3,0.97,0
BELT 1,0.97,55
BELT 2,0.97,65
BELT 4,0.97,69
BELT 3,0.97,0
BELT 1,0.97,60
BELT 2,0.97,62
BELT 4,0.97,72
BELT 3,0.97,0
BELT 1,0.97,66
BELT 2,0.97,66
BELT 4,0.97,61
BELT 3,0.97,0
BELT 1,0.97,69
BELT 2,0.97,51
BELT 4,0.97,52
BELT 3,0.97,11
BELT 1,0.97,67
BELT 2,0.97,39
BELT 4,0.97,45
BELT 3,0.97,31
BELT 1,0.97,68
BELT 2,0.97,35
BELT 4,0.97,39
BELT 3,0.97,40
BELT 1,0.97,70
BELT 2,0.97,28
BELT 4,0.97,33
BELT 3,0.97,60
BELT 1,0.97,67
BELT 2,0.97,24
BELT 4,0.97,33
BELT 3,0.97,63
BELT 1,0.97,59
BELT 2,0.97,31
BELT 4,0.97,26
BELT 3,0.97,65
BELT 1,0.97,52
BELT 2,0.97,40
BELT 4,0.97,21
BELT 3,0.97,65
BELT 1,0.97,52
BELT 2,0.97,44
BELT 4,0.97,16
BELT 3,0.97,55
BELT 1,0.97,51
BELT 2,0.97,48
BELT 4,0.97,12
BELT 3,0.97,51
BELT 1,0.98,45
BELT 2,0.98,40
BELT 4,0.98,6
BELT 3,0.98,62
BELT 1,0.98,46
BELT 2,0.98,42
BELT 4,0.98,0
BELT 3,0.98,55
BELT 1,0.98,58
BELT 2,0.98,40
BELT 4,0.98,0
BELT 3,0.98,52
BELT 1,0.98,55
BELT 2,0.98,44
BELT 4,0.98,0
BELT 3,0.98,52
BELT 1,0.98,49
BELT 2,0.98,48
BELT 4,0.98,0
BELT 3,0.98,52
BELT 1,0.98,50
BELT 2,0.98,48
BELT 4,0.98,0
BELT 3,0.98,52
BELT 1,0.98,41
BELT 2,0.98,48
BELT 4,0.98,0
BELT 3,0.98,49
BELT 1,0.98,58
BELT 2,0.98,42
BELT 4,0.98,0
BELT 3,0.98,42
BELT 1,0.98,59
BELT 2,0.98,42
BELT 4,0.98,0
BELT 3,0.98,38
BELT 1,0.98,66
BELT 2,0.98,42
BELT 4,0.98,0
BELT 3,0.98,22
BELT 1,0.98,76
BELT 2,0.98,41
BELT 4,0.98,0
BELT 3,0.98,12
BELT 1,0.98,75
BELT 2,0.98,34
BELT 4,0.98,0
BELT 3,0.98,5
BELT 1,0.98,71
BELT 2,0.98,28
BELT 4,0.98,0
BELT 3,0.98,1
BELT 1,0.98,71
BELT 2,0.98,20
BELT 4,0.98,0
BELT 3,0.98,0
BELT 1,0.98,71
BELT 2,0.98,14
BELT 4,0.98,0
BELT 3,0.98,0
BELT 1,0.99,67
BELT 2,0.99,8
BELT 4,0.99,0
BELT 3,0.99,0
BELT 1,0.99,62
BELT 2,0.99,3
BELT 4,0.99,0
BELT 3,0.99,0
BELT 1,0.99,54
BELT 2,0.99,0
BELT 4,0.99,0
BELT 3,0.99,0
BELT 1,0.99,50
BELT 2,0.99,0
BELT 4,0.99,5
BELT 3,0.99,0
BELT 1,0.99,38
BELT 2,0.99,0
BELT 4,0.99,15
BELT 3,0.99,0
BELT 1,0.99,25
BELT 2,0.99,0
BELT 4,0.99,21
BELT 3,0.99,0
BELT 1,0.99,11
BELT 2,0.99,0
BELT 4,0.99,23
BELT 3,0.99,0
BELT 1,0.99,6
BELT 2,0.99,0
BELT 4,0.99,22
BELT 3,0.99,0
BELT 1,0.99,2
BELT 2,0.99,0
BELT 4,0.99,24
BELT 3,0.99,0
BELT 1,0.99,1
BELT 2,0.99,0
BELT 4,0.99,25
BELT 3,0.99,0
BELT 1,0.99,0
BELT 2,0.99,14
BELT 4,0.99,33
BELT 3,0.99,0
BELT 1,0.99,0
BELT 2,0.99,15
BELT 4,0.99,27
BELT 3,0.99,0
BELT 1,0.99,0
BELT 2,0.99,20
BELT 4,0.99,21
BELT 3,0.99,0
BELT 1,0.99,0
BELT 2,0.99,26
BELT 4,0.99,16
BELT 3,0.99,0
BELT 1,1.00,0
BELT 2,1.00,25
BELT 4,1.00,10
BELT 3,1.00,0
BELT 1,1.00,9
BELT 2,1.00,21
BELT 4,1.00,5
BELT 3,1.00,0
BELT 1,1.00,15
BELT 2,1.00,21
BELT 4,1.00,1
BELT 3,1.00,0
BELT 1,1.00,18
BELT 2,1.00,28
BELT 4,1.00,0
BELT 3,1.00,0
BELT 1,1.00,16
BELT 2,1.00,23
BELT 4,1.00,0
BELT 3,1.00,0
BELT 1,1.00,26
BELT 2,1.00,26
BELT 4,1.00,0
BELT 3,1.00,0
BELT 1,1.00,36
BELT 2,1.00,9
BELT 4,1.00,0
BELT 3,1.00,0
BELT 1,1.00,31
BELT 2,1.00,2
BELT 4,1.00,0
BELT 3,1.00,0
